,PV,load,EV_availability,EV_time_to_departure
2019-01-20 12:00:00,9096.05722856124,2561.128161277778,0,0
2019-01-20 13:00:00,3438.1909144191995,2240.1129761111106,1,19
2019-01-20 14:00:00,2379.5461545714625,2248.92426888889,1,18
2019-01-20 15:00:00,4901.930905635692,2729.2518088888887,1,17
2019-01-20 16:00:00,3409.031999054441,1949.8581425555549,1,16
2019-01-20 17:00:00,927.2942273188385,3061.652712611111,1,15
2019-01-20 18:00:00,82.25088995563993,2508.2012102777776,1,14
2019-01-20 19:00:00,2.80067611388444,2621.522602222223,1,13
2019-01-20 20:00:00,0.0,2419.220474611111,1,12
2019-01-20 21:00:00,2.812683093211852,4784.967990833334,1,11
2019-01-20 22:00:00,0.0,5560.34882472222,1,10
2019-01-20 23:00:00,0.0,1536.181706888889,1,9
2019-01-21 00:00:00,0.0,1731.2392548888893,1,8
2019-01-21 01:00:00,0.0,1624.426693944445,1,7
2019-01-21 02:00:00,0.0,1103.9083544999999,1,6
2019-01-21 03:00:00,0.0,7158.253658111113,1,5
2019-01-21 04:00:00,12.545369583616482,4286.999373222222,1,4
2019-01-21 05:00:00,173.22783157761194,1127.5247802777776,1,3
2019-01-21 06:00:00,463.9140115493287,1673.450370666666,1,2
2019-01-21 07:00:00,2614.026201626506,2695.285204111112,1,1
2019-01-21 08:00:00,6800.930219624643,2837.2185080555564,0,0
2019-01-21 09:00:00,8877.77346015297,2914.788710166666,0,0
2019-01-21 10:00:00,10484.80170083399,3506.0271691666676,0,0
2019-01-21 11:00:00,10858.634641037028,4704.068721722223,0,0
2019-01-21 12:00:00,3398.7342551641764,3346.1913286666677,0,0
2019-01-21 13:00:00,7937.775478183464,4061.582075444445,0,0
2019-01-21 14:00:00,6571.249012076687,3836.4761901666666,1,20
2019-01-21 15:00:00,2274.4178254887292,2472.2518877777775,1,19
2019-01-21 16:00:00,1090.1738006304113,4532.4891966666655,1,18
2019-01-21 17:00:00,111.5047129735794,4195.862099722224,1,17
2019-01-21 18:00:00,46.11881117631907,2466.05057961111,1,16
2019-01-21 19:00:00,0.0,1625.2000842777777,1,15
2019-01-21 20:00:00,0.0,1849.5236830000001,1,14
2019-01-21 21:00:00,0.0,2038.1908715,1,13
2019-01-21 22:00:00,0.9421615813967945,8026.1933041111115,1,12
2019-01-21 23:00:00,0.0,3256.5003099999994,1,11
2019-01-22 00:00:00,0.0,2974.6747613333337,1,10
2019-01-22 01:00:00,1.0342896055258068,3057.1938401666666,1,9
2019-01-22 02:00:00,2.1890474316059345,4059.7631028888895,1,8
2019-01-22 03:00:00,1.016306789665992,5574.605042222225,1,7
2019-01-22 04:00:00,1.0183849775875087,6333.925209111111,1,6
2019-01-22 05:00:00,2.020679053487813,2830.3161098333326,1,5
2019-01-22 06:00:00,2.09643729474343,2922.2544030555546,1,4
2019-01-22 07:00:00,467.10024386393843,4400.990470333336,1,3
2019-01-22 08:00:00,2184.260898688649,3696.076529444445,1,2
2019-01-22 09:00:00,4835.817952301814,4662.951763944445,1,1
2019-01-22 10:00:00,6814.325603089259,3324.439385555556,0,0
2019-01-22 11:00:00,6114.738253116888,3709.0347482222237,0,0
2019-01-22 12:00:00,5773.664415861111,3160.187817111111,0,0
2019-01-22 13:00:00,4454.7830478091,4793.005578666665,0,0
2019-01-22 14:00:00,1418.0498620074081,2751.7471169999994,0,0
2019-01-22 15:00:00,135.93244950504723,4134.817082277778,1,26
2019-01-22 16:00:00,0.0,3539.1986875000016,1,25
2019-01-22 17:00:00,0.0,5842.767994777779,1,24
2019-01-22 18:00:00,3.030524690031552,4770.681663611112,1,23
2019-01-22 19:00:00,2.036352440673871,4672.529690888889,1,22
2019-01-22 20:00:00,3.081192420954065,4185.3412366111115,1,21
2019-01-22 21:00:00,3.1108161222783024,4478.536135499998,1,20
