,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-09-25 17:00:00,26.06871146,1220.9589039999998,0.0,26.06871146,0.0,0.0,1194.8901925399998,0.9821572513991097,0.0,15.0
2020-09-25 18:00:00,1.375772702,1274.796247,0.0,1.375772702,0.0,0.0,1273.420474298,0.9821572513991097,0,15
2020-09-25 19:00:00,0.0,1364.937008,0.0,0.0,0.0,2781.957471571147,1364.937008,0.3,1.0,16.0
2020-09-25 20:00:00,4.213885799,1208.669399,-3.090860900556436e-13,4.213885799000309,0.0,1.9999999918287587e-05,1204.4555132009998,0.4651787248745368,1.0,16.0
2020-09-25 21:00:00,0.0,1165.644205,0.0,0.0,0.0,3700.0000000000005,1165.644205,0.4651787260620368,1.0,16.0
2020-09-25 22:00:00,1.423781355,1108.963483,0.0,1.423781355,0.0,-7.37188088351104e-14,1107.539701645,0.6848662260620368,1.0,16.0
2020-09-25 23:00:00,0.0,1091.289694,0.0,0.0,0.0,0.0,1091.289694,0.6848662260620368,1.0,16.0
2020-09-26 00:00:00,0.0,1101.938992,0.0,0.0,0.0,0.0,1101.938992,0.6848662260620368,1.0,16.0
2020-09-26 01:00:00,0.0,1038.619171,0.0,0.0,0.0,0.0,1038.619171,0.6848662260620368,1.0,16.0
2020-09-26 02:00:00,1.407095541,1077.018519,1.407095541,0.0,0.0,2.278177646530821e-13,1077.018519,0.6848662260620368,1.0,16.0
2020-09-26 03:00:00,5.5706177089999995,1120.883289,5.5706177089999995,0.0,0.0,0.0,1120.883289,0.6849497723597837,1.0,16.0
2020-09-26 04:00:00,4.150213927,1064.579787,0.0,4.150213927,0.0,-9.50350909079134e-14,1060.4295730729998,0.6852805277862556,1.0,16.0
2020-09-26 05:00:00,24.65495025,3279.216931,0.0,24.65495025,0.0,-1.8474111129762605e-13,3254.5619807499997,0.6852805277862556,1.0,16.0
2020-09-26 06:00:00,270.8476048,3072.676393,2.2737367544323206e-13,270.8476047999998,0.0,0.0,2801.8287882000004,0.6852805277862556,1.0,16.0
2020-09-26 07:00:00,1262.8035320000001,5760.2140850000005,0.0,1262.8035320000001,0.0,0.0,4497.410553000001,0.6852805277862556,1.0,16.0
